cod_ibge,nome,uf,distribuidora,familias_cadastradas,familias_pobreza,familias_baixa_renda,familias_elegiveis,beneficiarios_tsee,cobertura,lacuna_pos,sobrecobertura,subs_liquido,subsidio_familia_liq,rs_nao_acessado,subsidio_indisponivel,tarifa_municipal,tarifa_baixa_renda,rank_tarifa,moradores_por_domicilio,peso_pob80_cheia,dec_h_ano,d3_corr,d3_max,n_conj,violacao,dom_favela,dom_total_mun,d4_corr,favela_mapeada,renda_referencia,conta_cheia80,conta_social80,econ_mes,peso_social_ef,perda_familias_mes
1301001,Carauari,AM,AMAZONAS ENERGIA S.A.,8993,5899,1393,7292,3867,55.20267446719599,3216.0,0,150206.61,38.84318851823118,170728.19694171083,0,0.8430399999999999,0.7396600000000001,2112.0,3.960088385582102,0.0781226192300616,56.29,1.0424074074074074,1.0424074074074074,1.0,1.0,966,7241,0.1334069879850849,True,591.2013426329555,67.44319999999999,0.0,67.44319999999999,0.0,216897.3312
3509700,Campos do Jordão,SP,ELEKTRO REDES S.A.,5082,1237,1386,2623,1275,46.72652450430228,1424.0,0,39684.76,31.12530196078432,66198.98952762209,0,0.7960499999999998,0.63101,3345.0,2.889742319127849,0.1010915189334734,16.34,2.334285714285714,2.334285714285714,1.0,1.0,2905,16144,0.1799430128840436,True,1698.0652062076654,63.68399999999998,0.0,63.68399999999998,0.0,90686.01599999996
5206206,Cristalina,GO,EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.,14689,6343,2872,9215,3623,41.70798898071625,5290.0,0,114402.16,31.57663814518355,272645.425997358,0,0.89181,0.7197899999999999,600.0,2.8891013384321225,0.1132773435175684,27.95377489978588,1.761653846420072,2.803888888888889,3.0,1.0,560,21443,0.026115748729189,True,1398.9130118964988,71.34479999999999,0.0,71.34479999999999,0.0,377413.992
1301902,Itacoatiara,AM,AMAZONAS ENERGIA S.A.,26647,13608,5752,19360,6503,33.15138464620161,13349.0,0,233559.37,35.91563432262033,655439.6506253777,0,0.8430400000000001,0.7396600000000001,2054.0,3.72794968189705,0.0829872995782467,66.89,0.8059036144578313,0.8059036144578313,1.0,0.0,6740,27664,0.243637941006362,True,764.7673813125436,67.4432,0.0,67.4432,0.0,900299.2768000001
1504703,Moju,PA,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,24157,15138,3730,18868,6918,37.77516563368241,11646.0,0,296997.86,42.931173749638624,730396.6966845827,0,0.9783,0.8751599999999999,20.0,3.35377358490566,0.1070463360817559,25.706191646065065,0.810124379959976,0.9801694915254237,5.0,0.0,369,25016,0.0147505596418292,True,638.6576337652122,78.264,0.0,78.264,0.0,911462.544
1302504,Manacapuru,AM,AMAZONAS ENERGIA S.A.,31498,19233,5788,25021,10407,49.37175745784696,12491.0,0,381637.7,36.671250120111466,618182.297186602,0,0.84304,0.7396600000000001,2058.0,3.782427556448313,0.0817920429267176,73.82,1.0545714285714285,1.0545714285714285,1.0,1.0,5432,26883,0.2020607819067812,True,703.1763945163448,67.4432,0.0,67.4432,0.0,842433.0112000001
1301654,Guajará,AM,AMAZONAS ENERGIA S.A.,4369,3135,695,3830,2045,52.577319587628864,1840.0,0,78304.54000000001,38.29072860635697,97349.5925490196,0,0.84304,0.7396600000000001,2058.0,3.820825256161728,0.0809700670202869,56.29,1.0424074074074074,1.0424074074074074,1.0,1.0,85,3611,0.0235391858211021,True,615.5538561902,67.4432,0.0,67.4432,0.0,124095.488
1303403,Parintins,AM,AMAZONAS ENERGIA S.A.,31577,20299,4355,24654,8305,40.85388146402892,14560.0,0,319687.5,38.49337748344371,753164.2606741573,0,0.84304,0.7396600000000001,2058.0,4.018117154811716,0.0769943894477405,66.89,0.8059036144578313,0.8059036144578313,1.0,0.0,4583,23900,0.1917573221757322,True,819.0462341070257,67.4432,0.0,67.4432,0.0,981972.992
1500107,Abaetetuba,PA,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,59916,38409,6829,45238,18485,40.72880839392224,27228.0,0,838360.91,45.35357911820395,1824231.1778514164,0,0.9783,0.87516,20.0,3.665442799711849,0.0979442850233945,22.42680448241644,0.8143255407479085,0.8871052631578947,3.0,0.0,1382,43033,0.0321148885738851,True,797.6870954448917,78.264,0.0,78.264,0.0,2130972.192
1304401,Urucurituba,AM,AMAZONAS ENERGIA S.A.,6847,4735,676,5411,3050,56.71253253997769,2328.0,0,99540.25,32.63614754098361,104796.61447868853,0,0.84304,0.7396600000000001,2058.0,4.510380622837371,0.0685912127898424,66.89,0.8059036144578313,0.8059036144578313,1.0,0.0,615,5202,0.1182237600922722,True,641.5973021352768,67.4432,0.0,67.4432,0.0,157007.7696
2613800,São Vicente Férrer,PE,COMPANHIA ENERGÉTICA DE PERNAMBUCO,5540,3254,964,4218,2731,69.76133651551312,1267.0,0,74706.4,27.354961552544854,61570.78609989736,0,0.76918,0.68237,3534.0,2.940553889574881,0.0959914017930358,15.479554545826288,0.995598398224074,1.1635714285714285,3.0,0.0,257,5669,0.0453342741224201,True,613.7703959208159,61.5344,0.0,61.5344,0.0,77964.0848
2607752,Itapissuma,PE,COMPANHIA ENERGÉTICA DE PERNAMBUCO,8711,5259,1257,6516,2280,35.396578538102645,4154.0,0,72982.14,32.009710526315786,212660.54399824253,0,0.7691800000000001,0.68237,3527.0,2.9166768033086,0.0967772259127441,10.610849244377636,0.92698215196535,1.1715384615384616,3.0,0.0,317,8221,0.0385597859141223,True,765.5558220035032,61.534400000000005,0.0,61.534400000000005,0.0,255613.89760000003
1501808,Breves,PA,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,35521,23472,5243,28715,12129,35.69480358471184,18154.0,0,501355.51,41.33527166295655,1212617.0845211868,0,0.9783,0.8751599999999999,20.0,4.376580719329939,0.0820296019507419,11.33,0.4720833333333333,0.4720833333333333,1.0,0.0,1725,24356,0.0708244375102644,True,627.146839468648,78.264,0.0,78.264,0.0,1420804.656
