cod_ibge,linhas_tsee,subs_pos,subs_neg,n_negativos,subs_liquido
3523909,4667.0,144261.32,-290.37000000000006,8.0,143970.95
3524709,1141.0,34160.950000000004,0.0,0.0,34160.950000000004
3528403,1756.0,53666.81,-35.14,1.0,53631.67
3530607,33209.0,968844.99,0.0,0.0,968844.99
3530706,4653.0,141995.95,-1128.74,34.0,140867.21
3530805,2228.0,69064.92,-576.94,18.0,68487.98
3535804,709.0,19219.72,0.0,0.0,19219.72
3537800,2877.0,83986.28,-419.13000000000005,13.0,83567.15
3548005,934.0,28844.980000000007,-206.44,6.0,28638.54
3550605,2338.0,69790.86,-64.84,2.0,69726.01999999999
3552502,26734.0,785929.68,0.0,0.0,785929.68
3553807,1325.0,35350.329999999994,0.0,0.0,35350.33
3557303,316.0,9740.17,-36.36,1.0,9703.81
4100103,633.0,15733.65,0.0,0.0,15733.65
4100202,552.0,13553.11,-27.240000000000002,4.0,13525.869999999999
4100301,828.0,21144.32,-6.38,1.0,21137.94
4100400,6224.0,155779.18,-164.88,21.0,155614.3
4100459,264.0,6497.08,-6.9,2.0,6490.18
4100509,1095.0,27893.769999999997,0.0,0.0,27893.77
4100608,1235.0,32318.260000000002,-11.82,1.0,32306.44
4100707,893.0,22995.439999999995,0.0,0.0,22995.44
4100806,852.0,22257.11,-1.71,1.0,22255.4
4100905,529.0,13781.62,-0.01,1.0,13781.61
4101002,800.0,20740.66,-1.7,1.0,20738.96
4101051,219.0,5666.74,0.0,0.0,5666.74
4101101,1818.0,47535.689999999995,-13.9,1.0,47521.79
4101150,254.0,6485.98,-1.6,1.0,6484.38
4101200,1817.0,45751.56,-81.33000000000001,10.0,45670.23
4101309,668.0,16235.85,-19.91,3.0,16215.939999999999
4101408,8479.0,215376.17,-138.01000000000002,17.0,215238.16
4101507,5738.0,146945.4,-51.9,5.0,146893.5
4101606,1489.0,35857.369999999995,-0.86,1.0,35856.509999999995
4101655,343.0,8140.8099999999995,-8.94,1.0,8131.870000000001
4101705,1086.0,26705.09,-1.48,1.0,26703.61
4101804,6915.0,183082.66999999998,-14.569999999999999,3.0,183068.1
4101853,173.0,4131.390000000001,-2.78,1.0,4128.610000000001
4101903,1053.0,26471.19,-0.64,1.0,26470.55
4102000,2138.0,55825.659999999996,-26.13,2.0,55799.53
4102109,1545.0,39578.49,-13.370000000000001,2.0,39565.12
4102208,242.0,6312.07,0.0,0.0,6312.070000000001
4102307,694.0,17684.46,0.0,0.0,17684.46
4102406,2301.0,58499.19,-21.7,2.0,58477.490000000005
4102505,1252.0,30127.34,-15.530000000000001,2.0,30111.81
4102604,612.0,15796.57,0.0,0.0,15796.57
4102752,159.0,3915.55,0.0,0.0,3915.55
4102802,1208.0,30083.95,-4.63,1.0,30079.32
4102901,1125.0,28484.85,-14.92,3.0,28469.93
4103008,357.0,9064.010000000002,0.0,0.0,9064.01
4103024,66.0,1845.4,0.0,0.0,1845.4
4103040,490.0,12373.31,-12.98,1.0,12360.33
4103057,695.0,18307.22,-30.84,3.0,18276.38
4103107,1189.0,28642.85,-79.65,8.0,28563.199999999997
4103156,188.0,5039.25,0.0,0.0,5039.25
4103206,432.0,10872.41,-4.05,1.0,10868.36
4103222,112.0,3074.6299999999997,0.0,0.0,3074.63
4103305,675.0,16785.09,0.0,0.0,16785.09
4103354,393.0,9515.96,-9.209999999999999,2.0,9506.75
4103370,362.0,8983.649999999998,0.0,0.0,8983.65
4103404,188.0,4597.58,0.0,0.0,4597.58
4103453,871.0,23600.010000000002,-5.46,2.0,23594.550000000003
4103479,390.0,9880.099999999999,-7.02,1.0,9873.08
4103503,745.0,18610.93,-1.08,1.0,18609.85
4103602,1855.0,47882.68,-75.25000000000001,8.0,47807.42999999999
4103701,6480.0,171844.66,-60.88,6.0,171783.78
4103800,870.0,21468.329999999998,-5.97,1.0,21462.36
4103909,1342.0,32749.409999999996,-17.02,1.0,32732.39
4103958,268.0,6978.459999999999,0.0,0.0,6978.46
4104006,3463.0,89911.03,-88.22000000000001,11.0,89822.81
4104055,324.0,7784.27,-3.41,1.0,7780.860000000001
4104105,894.0,23049.72,-21.28,1.0,23028.440000000002
4104253,1137.0,28389.449999999997,-47.47,11.0,28341.98
4104303,6436.0,165741.41,-83.61000000000001,8.0,165657.8
4104402,1083.0,25843.870000000003,-114.6,11.0,25729.27
4104428,954.0,24706.94,-20.55,2.0,24686.39
4104451,1164.0,27502.460000000003,-2.13,1.0,27500.329999999998
4104501,594.0,16228.14,0.0,0.0,16228.14
4104600,1211.0,31493.41,-5.21,2.0,31488.2
4104709,1201.0,29869.53,0.0,0.0,29869.53
4104808,14482.0,377467.83999999997,-347.79999999999995,42.0,377120.04
4105003,552.0,13423.970000000001,-21.28,1.0,13402.689999999999
4105102,769.0,19091.870000000003,-11.27,1.0,19080.6
4105201,2083.0,48576.990000000005,-226.67000000000002,21.0,48350.31999999999
4105300,393.0,10052.98,0.0,0.0,10052.98
4105409,925.0,24348.89,0.0,0.0,24348.89
4105508,3924.0,103607.66,-78.65,8.0,103529.01
4105607,583.0,15609.17,0.0,0.0,15609.17
4105706,1168.0,29357.79,-9.15,1.0,29348.64
4105805,12293.0,317297.27,-226.68,23.0,317070.59
4105904,999.0,26690.97,-42.0,5.0,26648.97
4106001,828.0,19266.519999999997,-18.65,2.0,19247.870000000003
4106100,335.0,8050.540000000001,-16.45,1.0,8034.09
4106209,1317.0,33864.520000000004,-21.28,1.0,33843.24
4106308,970.0,24809.410000000003,-7.08,1.0,24802.329999999998
4106407,2672.0,67614.59,-40.53,5.0,67574.05999999998
4106456,407.0,9606.39,0.0,0.0,9606.39
4106506,548.0,13273.41,-5.37,1.0,13268.04
4106555,345.0,8231.6,-0.86,1.0,8230.74
4106571,225.0,5782.459999999999,0.0,0.0,5782.46
4106605,1584.0,40973.329999999994,-47.35,5.0,40925.98
4106704,277.0,7274.219999999999,-10.65,1.0,7263.570000000001
4106803,1122.0,27483.86,-21.28,2.0,27462.58
4106852,226.0,5328.52,-27.2,2.0,5301.320000000001
4106902,52658.0,1357893.14,-511.05,73.0,1357382.09
4107009,1243.0,29571.23,-48.34,6.0,29522.89
4107108,392.0,10474.669999999998,-5.75,1.0,10468.92
4107124,237.0,5472.5,-41.94,6.0,5430.56
4107157,274.0,7141.84,0.0,0.0,7141.84
4107207,1767.0,47061.97,-14.95,1.0,47047.020000000004
4107256,477.0,12871.07,-4.26,1.0,12866.81
4107306,424.0,11181.76,0.0,0.0,11181.76
4107405,222.0,5709.34,-24.0,2.0,5685.34
4107504,1117.0,28170.26,-10.52,3.0,28159.739999999998
4107520,105.0,2658.0399999999995,0.0,0.0,2658.04
4107538,109.0,3117.12,0.0,0.0,3117.12
4107546,314.0,7792.17,0.0,0.0,7792.17
4107553,270.0,6319.780000000001,0.0,0.0,6319.78
4107603,1968.0,47654.8,-38.04,3.0,47616.76
4107652,10255.0,273080.18000000005,-17.02,1.0,273063.16000000003
4107702,539.0,13756.54,0.0,0.0,13756.54
4107736,597.0,14439.619999999999,-61.48,7.0,14378.140000000001
4107751,1025.0,24412.910000000003,-59.269999999999996,5.0,24353.64
4107801,283.0,7172.08,0.0,0.0,7172.080000000001
4107850,213.0,5644.83,0.0,0.0,5644.83
4107900,879.0,23878.53,-17.46,2.0,23861.07
4108007,1414.0,36518.590000000004,0.0,0.0,36518.59
4108106,237.0,6499.589999999999,0.0,0.0,6499.59
4108205,337.0,8446.61,-9.94,2.0,8436.67
4108304,17873.0,484830.27,-390.15,38.0,484440.12
4108320,547.0,14584.83,0.0,0.0,14584.83
4108403,3181.0,82224.51,0.0,0.0,82224.51
4108452,544.0,13095.02,0.0,0.0,13095.02
4108502,1164.0,27438.789999999997,-39.739999999999995,4.0,27399.05
4108551,330.0,8069.27,-22.13,3.0,8047.139999999999
4108601,2815.0,71704.2,-73.94999999999999,7.0,71630.25
4108650,566.0,13606.25,-32.88,4.0,13573.37
4108700,524.0,12739.55,-5.33,1.0,12734.22
4108809,2191.0,58015.4,-27.72,6.0,57987.68
4108908,502.0,13711.939999999999,0.0,0.0,13711.94
4108957,415.0,9566.55,-19.5,2.0,9547.05
4109005,412.0,10266.05,-2.08,1.0,10263.97
4109104,145.0,3793.9500000000003,0.0,0.0,3793.95
4109203,349.0,8782.3,0.0,0.0,8782.3
4109302,753.0,17495.55,-45.31999999999999,4.0,17450.23
4109401,12428.0,314305.63999999996,-78.93,8.0,314226.71
4109500,941.0,23539.44,-121.16999999999999,10.0,23418.27
4109609,2743.0,71227.05,-79.06,8.0,71147.99
4109658,243.0,6125.11,0.0,0.0,6125.11
4109708,2134.0,50644.92,-52.15,5.0,50592.77
4109757,640.0,15117.68,-3.0,2.0,15114.68
4109807,4228.0,112101.98999999999,-79.60000000000001,8.0,112022.39
4109906,735.0,19509.07,0.0,0.0,19509.07
4110003,365.0,9359.68,-8.78,1.0,9350.9
4110052,164.0,4140.8,0.0,0.0,4140.8
4110078,1057.0,24915.46,-15.02,4.0,24900.44
4110102,2076.0,51287.35,-69.39,9.0,51217.96
4110201,985.0,22307.45,-84.78,7.0,22222.670000000002
4110300,350.0,8904.189999999999,-2.13,1.0,8902.060000000001
4110409,275.0,7167.52,0.0,0.0,7167.52
4110508,851.0,20847.359999999997,-0.64,1.0,20846.72
4110607,1064.0,28219.739999999998,-3.45,1.0,28216.29
4110656,169.0,4143.71,0.0,0.0,4143.71
4110706,3958.0,97271.87000000001,-11.39,3.0,97260.48
4110805,897.0,21201.059999999998,-10.32,1.0,21190.74
4110904,326.0,8635.27,0.0,0.0,8635.27
4110953,776.0,19087.57,-34.95,3.0,19052.62
4111001,626.0,15595.5,0.0,0.0,15595.5
4111100,222.0,5513.36,-10.59,1.0,5502.7699999999995
4111209,580.0,15403.26,0.0,0.0,15403.26
4111258,2687.0,64243.67999999999,-57.91,7.0,64185.76999999999
4111308,320.0,8316.89,-16.76,1.0,8300.13
4111407,1039.0,25110.460000000003,-52.11,7.0,25058.350000000002
4111506,2156.0,52837.03,-69.82,8.0,52767.20999999999
4111555,493.0,13056.689999999999,0.0,0.0,13056.69
4111605,196.0,4999.59,-6.38,1.0,4993.21
4111704,444.0,10919.77,0.0,0.0,10919.77
4111902,1065.0,27658.36,-13.15,2.0,27645.21
4112009,2719.0,66096.66,-30.08,3.0,66066.58
4112108,1386.0,35082.14,0.0,0.0,35082.14
4112207,516.0,11936.69,-5.1,2.0,11931.59
4112306,333.0,8097.03,0.0,0.0,8097.03
4112405,727.0,19471.909999999996,0.0,0.0,19471.91
4112504,1008.0,24374.39,-50.120000000000005,6.0,24324.27
4112603,102.0,2659.52,0.0,0.0,2659.52
4112702,1089.0,28566.16,-21.900000000000002,2.0,28544.26
4112751,732.0,18777.879999999997,-0.85,1.0,18777.030000000002
4112801,625.0,15653.57,0.0,0.0,15653.57
4112900,289.0,6930.11,-4.85,2.0,6925.259999999999
4112959,639.0,15805.92,-7.24,1.0,15798.68
4113007,457.0,11672.02,-0.09,1.0,11671.93
4113106,438.0,11370.009999999998,0.0,0.0,11370.01
4113205,2630.0,66435.78,0.0,0.0,66435.78
4113254,606.0,15110.51,-25.02,3.0,15085.490000000002
4113304,1876.0,44830.74999999999,0.0,0.0,44830.75
4113403,347.0,8808.33,0.0,0.0,8808.33
4113429,339.0,8721.249999999998,0.0,0.0,8721.25
4113452,289.0,7337.51,0.0,0.0,7337.51
4113502,1306.0,35199.25,-24.380000000000003,3.0,35174.87
4113601,372.0,9948.619999999999,0.0,0.0,9948.62
4113700,26130.0,685796.02,-344.7200000000001,34.0,685451.2999999999
4113734,768.0,18280.36,0.0,0.0,18280.36
4113759,434.0,10199.78,0.0,0.0,10199.78
4113809,476.0,12285.16,0.0,0.0,12285.16
4113908,674.0,16002.380000000001,-9.239999999999998,2.0,15993.14
4114005,1224.0,29132.58,-6.38,1.0,29126.2
4114104,1751.0,46449.31,-6.6,1.0,46442.71
4114203,1744.0,43315.049999999996,-69.17000000000002,6.0,43245.88
4114302,1878.0,46008.58,-17.67,2.0,45990.909999999996
4114351,78.0,1885.9999999999998,0.0,0.0,1886.0
4114401,958.0,23677.059999999998,-6.6,1.0,23670.460000000003
4114500,978.0,25050.1,0.0,0.0,25050.1
4114609,1643.0,45316.94,-21.28,1.0,45295.66
4114708,540.0,14144.59,0.0,0.0,14144.59
4114807,2517.0,67357.64,-36.45,5.0,67321.18999999999
4114906,771.0,19434.9,-4.69,1.0,19430.210000000003
4115002,537.0,13817.31,-16.39,2.0,13800.92
4115101,1287.0,32117.36,-25.75,5.0,32091.61
4115200,14354.0,392325.99,-40.54,6.0,392285.45
4115309,370.0,8978.119999999999,0.0,0.0,8978.12
4115358,197.0,5513.28,0.0,0.0,5513.28
4115408,871.0,23203.14,0.0,0.0,23203.14
4115457,393.0,9448.04,0.0,0.0,9448.04
4115507,419.0,10431.47,0.0,0.0,10431.47
4115606,658.0,16858.18,-10.03,1.0,16848.15
4115705,2748.0,70756.15,-46.83,3.0,70709.31999999999
4115739,282.0,6217.4,-36.45,3.0,6180.95
4115754,1132.0,27942.910000000003,-26.189999999999998,3.0,27916.72
4115804,1547.0,41895.71,-23.299999999999997,2.0,41872.409999999996
4115853,150.0,4138.24,0.0,0.0,4138.24
4115903,174.0,4336.21,-9.04,2.0,4327.17
4116000,116.0,2847.44,0.0,0.0,2847.44
4116059,463.0,12515.92,-18.47,2.0,12497.449999999999
4116109,1474.0,35932.47,-55.07,5.0,35877.4
4116208,1276.0,32230.769999999997,-89.71000000000001,9.0,32141.06
4116307,330.0,8697.41,0.0,0.0,8697.41
4116406,182.0,4544.41,0.0,0.0,4544.41
4116505,71.0,1884.4699999999998,0.0,0.0,1884.47
4116604,350.0,9091.009999999998,-15.02,2.0,9075.99
4116703,571.0,14543.55,-29.09,2.0,14514.46
4116802,542.0,12913.66,0.0,0.0,12913.66
4116901,2065.0,54550.189999999995,-60.77,7.0,54489.420000000006
4116950,180.0,4868.52,0.0,0.0,4868.52
4117008,829.0,20140.04,0.0,0.0,20140.04
4117057,661.0,18174.37,-3.62,1.0,18170.75
4117107,916.0,24441.129999999997,-10.0,2.0,24431.13
4117206,453.0,11797.45,0.0,0.0,11797.45
4117214,532.0,12934.3,0.0,0.0,12934.3
4117222,286.0,7972.75,0.0,0.0,7972.75
4117255,585.0,15373.37,-0.15,1.0,15373.22
4117271,620.0,14679.039999999999,-37.67,3.0,14641.37
4117297,269.0,6834.0,0.0,0.0,6834.0
4117305,2386.0,57342.229999999996,-112.51000000000002,15.0,57229.72
4117404,189.0,4865.639999999999,0.0,0.0,4865.64
4117453,332.0,8732.81,0.0,0.0,8732.81
4117503,3084.0,83247.54999999999,-30.61,2.0,83216.94
4117602,3189.0,81551.95999999999,-22.15,2.0,81529.81000000001
4117701,1297.0,32723.489999999998,-18.78,5.0,32704.71
4117800,1493.0,35764.35,-0.43,1.0,35763.92
4117909,1234.0,33527.3,0.0,0.0,33527.3
4118006,540.0,14441.11,-1.91,1.0,14439.2
4118105,648.0,16836.5,-20.05,2.0,16816.45
4118204,6546.0,171121.03999999998,-67.39,10.0,171053.65000000002
4118303,249.0,6324.99,0.0,0.0,6324.99
4118402,6020.0,163329.75,-75.89,8.0,163253.86000000002
4118451,195.0,5499.909999999999,0.0,0.0,5499.91
4118501,3218.0,85331.26,-10.23,1.0,85321.03
4118600,298.0,7324.099999999999,0.0,0.0,7324.1
4118709,219.0,5407.15,0.0,0.0,5407.15
4118808,1277.0,32330.84,0.0,0.0,32330.84
4118857,441.0,11618.589999999998,0.0,0.0,11618.59
4118907,880.0,23392.73,-1.74,1.0,23390.99
4119004,231.0,5740.969999999999,0.0,0.0,5740.97
4119103,474.0,12471.66,0.0,0.0,12471.66
4119152,7143.0,189610.87999999998,-77.16,6.0,189533.72
4119202,597.0,14620.5,0.0,0.0,14620.5
4119251,184.0,4527.9800000000005,0.0,0.0,4527.98
4119301,3372.0,79696.46,-63.06,7.0,79633.4
4119400,1872.0,44665.259999999995,-110.57000000000002,15.0,44554.69
4119509,6120.0,156164.57,-65.87,6.0,156098.69999999998
4119608,2833.0,69974.9,-3.83,1.0,69971.06999999999
4119657,233.0,6096.8,0.0,0.0,6096.8
4119707,367.0,9793.73,0.0,0.0,9793.73
4119806,592.0,15904.18,0.0,0.0,15904.18
4119905,19624.0,496152.54,-302.45,38.0,495850.08999999997
4119954,2172.0,55784.53,-9.3,2.0,55775.23
4120002,782.0,20843.719999999998,0.0,0.0,20843.72
4120101,239.0,5947.0599999999995,0.0,0.0,5947.06
4120150,101.0,2516.1200000000003,0.0,0.0,2516.12
4120200,154.0,4329.530000000001,0.0,0.0,4329.53
4120309,247.0,6216.7699999999995,0.0,0.0,6216.77
4120333,401.0,10141.29,-17.03,1.0,10124.26
4120358,245.0,6520.539999999999,0.0,0.0,6520.54
4120408,308.0,8144.98,0.0,0.0,8144.98
4120507,726.0,18885.45,-0.9,1.0,18884.55
4120606,3594.0,86936.32,-51.78999999999999,7.0,86884.53000000001
4120655,238.0,5944.28,0.0,0.0,5944.28
4120705,598.0,14997.310000000001,0.0,0.0,14997.31
4120804,1235.0,31807.25,-63.07,8.0,31744.18
4120853,79.0,2182.0,0.0,0.0,2182.0
4120903,2164.0,55565.31,-18.95,2.0,55546.36
4121000,881.0,23172.799999999996,-10.86,1.0,23161.940000000002
4121109,312.0,7902.62,0.0,0.0,7902.62
4121208,1171.0,29187.09,-34.28,3.0,29152.81
4121257,170.0,4218.120000000001,-1.28,1.0,4216.84
4121307,370.0,9422.68,-11.71,1.0,9410.970000000001
4121356,205.0,5393.5599999999995,-2.6,1.0,5390.96
4121406,802.0,21365.45,0.0,0.0,21365.45
4121505,1238.0,29117.41,-8.239999999999998,3.0,29109.17
4121604,222.0,5825.6,0.0,0.0,5825.6
4121703,2603.0,60056.07000000001,-161.99999999999997,16.0,59894.07000000001
4121752,500.0,11706.42,-0.8,2.0,11705.62
4121901,1500.0,35719.72,-34.27,4.0,35685.45
4122008,525.0,12650.760000000002,0.0,0.0,12650.76
4122107,247.0,6154.049999999999,0.0,0.0,6154.05
4122156,708.0,17989.11,0.0,0.0,17989.11
4122172,411.0,9715.130000000001,-57.03,7.0,9658.099999999999
4122206,2813.0,67124.67000000001,-233.45000000000002,24.0,66891.21999999999
4122305,1749.0,35341.09,-8303.18,343.0,27037.91
4122404,3774.0,97650.04000000001,-88.92999999999999,8.0,97561.11
4122503,981.0,22762.78,-11.06,1.0,22751.719999999998
4122602,486.0,12946.55,0.0,0.0,12946.55
4122651,423.0,10205.16,-8.94,1.0,10196.22
4122701,430.0,10953.710000000001,0.0,0.0,10953.71
4122800,159.0,3850.0900000000006,0.0,0.0,3850.09
4122909,566.0,13161.25,-32.480000000000004,4.0,13128.77
4123006,807.0,21602.82,-29.8,2.0,21573.02
4123105,264.0,6742.62,0.0,0.0,6742.62
4123204,412.0,9957.55,-7.66,1.0,9949.89
4123303,737.0,19953.84,0.0,0.0,19953.84
4123402,673.0,18202.42,-16.6,1.0,18185.82
4123501,1203.0,30886.199999999997,-3.13,2.0,30883.07
4123600,136.0,3537.0,-20.07,1.0,3516.93
4123709,611.0,15804.92,0.0,0.0,15804.92
4123808,574.0,14801.529999999999,0.0,0.0,14801.53
4123824,230.0,5636.200000000001,-4.43,2.0,5631.77
4123857,850.0,20762.05,-14.47,1.0,20747.579999999998
4123907,1245.0,31851.66,-6.6,1.0,31845.06
4123956,334.0,8932.5,-17.02,1.0,8915.48
4124004,482.0,11421.36,0.0,0.0,11421.36
4124020,933.0,24396.659999999996,0.0,0.0,24396.66
4124053,1834.0,50090.81,-6.53,2.0,50084.28
4124103,3427.0,86922.93,-122.41,9.0,86800.52
4124202,201.0,5125.26,0.0,0.0,5125.26
4124301,201.0,4811.43,0.0,0.0,4811.43
4124400,1507.0,38059.07,0.0,0.0,38059.07
4124509,234.0,6137.259999999999,0.0,0.0,6137.26
4124608,522.0,14158.649999999998,-3.57,1.0,14155.08
4124707,1018.0,24923.699999999997,-46.849999999999994,5.0,24876.850000000002
4124806,441.0,10940.88,0.0,0.0,10940.88
4124905,692.0,17594.28,-21.71,2.0,17572.57
4125001,981.0,24387.64,0.0,0.0,24387.64
4125100,725.0,17689.370000000003,0.0,0.0,17689.37
4125209,396.0,9914.92,0.0,0.0,9914.92
4125308,365.0,9568.439999999999,-10.65,1.0,9557.79
4125357,354.0,9212.57,0.0,0.0,9212.57
4125407,584.0,12970.199999999999,0.0,0.0,12970.199999999999
4125456,263.0,6532.62,-19.29,3.0,6513.33
4125506,13911.0,368203.23999999993,-179.33,19.0,368023.91
4125555,97.0,2587.1299999999997,0.0,0.0,2587.13
4125605,2449.0,60035.86000000001,-186.16000000000003,19.0,59849.7
4125704,1614.0,43841.44,-22.990000000000002,3.0,43818.450000000004
4125753,438.0,10657.38,0.0,0.0,10657.380000000001
4125803,761.0,19446.85,0.0,0.0,19446.85
4125902,85.0,2214.1900000000005,0.0,0.0,2214.19
4126009,1044.0,26409.55,0.0,0.0,26409.55
4126108,353.0,9155.74,0.0,0.0,9155.74
4126207,603.0,14050.41,-27.67,3.0,14022.74
4126256,6279.0,167662.25,-110.79,10.0,167551.46
4126272,373.0,9344.77,0.0,0.0,9344.77
4126306,1191.0,28183.56,-40.599999999999994,4.0,28142.960000000003
4126355,193.0,5268.9,0.0,0.0,5268.9
4126405,455.0,11605.39,-30.86,2.0,11574.529999999999
4126504,935.0,25226.07,-3.94,2.0,25222.13
4126603,1458.0,34905.19,-30.59,5.0,34874.6
4126652,142.0,3477.5200000000004,0.0,0.0,3477.52
4126678,975.0,25132.82,-36.55,3.0,25096.27
4126702,393.0,10353.77,0.0,0.0,10353.77
4126801,1094.0,28093.39,-23.56,2.0,28069.829999999998
4126900,501.0,13053.27,-6.81,1.0,13046.460000000001
4127007,669.0,16296.27,-23.65,3.0,16272.62
4127106,2824.0,68143.58,-60.019999999999996,5.0,68083.56
4127205,828.0,20887.35,0.0,0.0,20887.35
4127304,1205.0,32502.579999999998,-19.59,2.0,32482.989999999998
4127403,900.0,23168.69,-11.49,1.0,23157.2
4127502,1788.0,41566.63,-169.99,18.0,41396.64
4127601,1366.0,33525.57,-124.85000000000001,12.0,33400.72
4127700,5210.0,141311.98,-57.21,4.0,141254.77
4127809,447.0,10898.29,-13.030000000000001,2.0,10885.26
4127858,832.0,20785.55,-1.3699999999999999,2.0,20784.18
4127882,736.0,17352.57,-12.25,3.0,17340.32
4127908,620.0,15599.449999999999,-1.28,1.0,15598.17
4127957,386.0,9943.810000000001,-14.05,1.0,9929.76
4127965,908.0,22537.220000000005,-2.78,1.0,22534.44
4128005,2182.0,57086.07,-13.72,2.0,57072.35
4128104,6792.0,182884.53,-44.52,6.0,182840.00999999998
4128203,2894.0,72601.53,0.0,0.0,72601.53
4128302,176.0,4557.549999999999,0.0,0.0,4557.55
4128401,1115.0,27964.07,-45.870000000000005,3.0,27918.2
4128500,1793.0,41869.369999999995,-47.54,5.0,41821.829999999994
4128534,866.0,19303.620000000003,-65.60000000000001,6.0,19238.02
4128559,547.0,13551.900000000001,-25.099999999999998,4.0,13526.8
4128609,220.0,5767.92,0.0,0.0,5767.92
4128625,239.0,6092.330000000001,-0.43,1.0,6091.9
4128633,828.0,18566.160000000003,-204.0,19.0,18362.16
4128658,265.0,6485.530000000001,0.0,0.0,6485.530000000001
4128708,523.0,13282.390000000001,0.0,0.0,13282.39
4128807,507.0,12952.01,-7.67,2.0,12944.34
4201406,2475.0,65147.68,-1056.1299999999997,39.0,64091.55
4207007,1002.0,26833.579999999998,-142.65,6.0,26690.93
4213609,873.0,21711.769999999997,-143.26999999999998,5.0,21568.5
4220000,467.0,12488.439999999999,0.0,0.0,12488.44
4300109,546.0,16853.030000000002,0.0,0.0,16853.03
4300604,11857.0,340682.89999999997,-1831.2000000000003,60.0,338851.6999999999
4300638,200.0,5015.47,-11.0,1.0,5004.47
4300851,403.0,10215.55,0.0,0.0,10215.55
4301057,768.0,20531.87,-68.01,4.0,20463.86
4301073,44.0,1125.2,0.0,0.0,1125.2
4301107,1529.0,40847.2,-228.4,7.0,40618.8
4301206,341.0,10164.480000000001,0.0,0.0,10164.48
4301305,2219.0,59775.270000000004,0.0,0.0,59775.270000000004
4301602,12229.0,335987.91000000003,-517.8299999999999,17.0,335470.07999999996
4301636,1792.0,44988.990000000005,-57.519999999999996,3.0,44931.469999999994
4301909,761.0,21865.429999999997,-58.16,2.0,21807.27
4302709,2277.0,63798.549999999996,-99.16,3.0,63699.39
4303004,5583.0,168336.59000000003,-842.7699999999999,26.0,167493.81999999998
4303509,5245.0,149870.9,-103.96,5.0,149766.93999999997
4304200,1091.0,32860.43,-271.29,8.0,32589.14
4304507,3565.0,92550.56999999999,-89.16,4.0,92461.41
4304630,3174.0,92883.83999999998,-165.76999999999998,5.0,92718.06999999999
4304663,2803.0,77338.29,-112.54,5.0,77225.75
4304671,280.0,7615.25,0.0,0.0,7615.25
4304713,326.0,8337.369999999999,-10.83,1.0,8326.539999999999
4305124,567.0,13779.050000000001,-31.05,1.0,13748.0
4305132,70.0,2223.9200000000005,0.0,0.0,2223.92
4305355,2311.0,65776.9,-63.15,2.0,65713.75
4305439,405.0,10787.75,0.0,0.0,10787.75
4305447,165.0,4139.089999999999,-32.75,1.0,4106.34
4305454,1550.0,38119.32000000001,-15.16,2.0,38104.159999999996
4305702,151.0,3511.78,0.0,0.0,3511.7799999999997
4306056,776.0,20457.71,-100.1,3.0,20357.61
4306502,535.0,13626.590000000002,-41.5,2.0,13585.09
4306551,76.0,1886.2999999999997,0.0,0.0,1886.3
4306601,3517.0,100122.99,-10.71,1.0,100112.28
4306767,3823.0,101801.90000000001,-459.79999999999995,17.0,101342.1
4306908,1674.0,44989.12,-43.85,2.0,44945.270000000004
4307104,787.0,18489.140000000003,-11.07,1.0,18478.07
4307815,38.0,1281.4699999999998,0.0,0.0,1281.47
4309308,7050.0,203395.23999999996,-422.59,15.0,202972.65000000002
4310330,2054.0,58319.99,-66.33,2.0,58253.659999999996
4310652,130.0,3165.33,-30.7,1.0,3134.63
4311007,3269.0,89612.76999999999,-197.56,6.0,89415.20999999999
4311239,58.0,1674.57,0.0,0.0,1674.57
4311254,154.0,4446.55,0.0,0.0,4446.55
4311502,774.0,19220.649999999998,0.0,0.0,19220.65
4311734,83.0,2171.7,0.0,0.0,2171.7
4311775,540.0,14553.71,0.0,0.0,14553.71
4312252,1005.0,29354.93,0.0,0.0,29354.93
4312443,89.0,2459.92,0.0,0.0,2459.92
4312450,426.0,10712.92,0.0,0.0,10712.92
4312500,1048.0,27342.31,-12.06,1.0,27330.25
4313391,49.0,1591.85,0.0,0.0,1591.85
4313508,2779.0,79179.33,-32.7,1.0,79146.62999999999
4313656,1555.0,36588.49,-142.73,5.0,36445.759999999995
4313904,516.0,11883.960000000001,0.0,0.0,11883.960000000001
4313953,1074.0,30221.940000000002,0.0,0.0,30221.94
4314027,138.0,4358.58,0.0,0.0,4358.58
4314068,85.0,2304.69,0.0,0.0,2304.69
4314175,175.0,3914.8399999999997,0.0,0.0,3914.84
4314209,1003.0,26295.399999999998,0.0,0.0,26295.399999999998
4314407,25435.0,714321.3,-1890.79,69.0,712430.5099999999
4314472,216.0,5956.97,-11.73,1.0,5945.240000000001
4314506,1268.0,32305.829999999998,-202.44,6.0,32103.39
4314605,2064.0,52354.81,-78.72,3.0,52276.090000000004
4314902,58287.0,1617337.06,-6003.69,226.0,1611333.37
4315602,13497.0,370480.32,-610.66,21.0,369869.66
4316972,93.0,2927.64,0.0,0.0,2927.64
4317301,2442.0,64336.73000000001,-26.57,1.0,64310.16
4317608,2886.0,81267.96000000002,0.0,0.0,81267.96
4318408,1950.0,51602.630000000005,-535.62,16.0,51067.01
